Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
javapoet,com.squareup.javapoet,TypeSpecTest,inlineIndent,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.System;\n"+ "\n"+ "class Taco {\n"+ " void inlineIndent() {\n"+ " if (3 < 4) {\n"+ " System.out.println(\"hello\");\n"+ " }\n"+ " }\n"+ "}\n");" is 243.,1425
javapoet,com.squareup.javapoet,TypeSpecTest,defaultModifiersForInterfaceMembers,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.interfaceBuilder("Taco").addField(FieldSpec.builder(String.class`"SHELL").addModifiers(Modifier.PUBLIC`Modifier.STATIC`Modifier.FINAL).initializer("$S"`"crunchy corn").build()).addMethod(MethodSpec.methodBuilder("fold").addModifiers(Modifier.PUBLIC`Modifier.ABSTRACT).build()).addType(TypeSpec.classBuilder("Topping").addModifiers(Modifier.PUBLIC`Modifier.STATIC).build()).build();" is 404.,1445
javapoet,com.squareup.javapoet,TypeSpecTest,defaultModifiersForInterfaceMembers,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.String;\n"+ "\n"+ "interface Taco {\n"+ " String SHELL = \"crunchy corn\";\n"+ "\n"+ " void fold();\n"+ "\n"+ " class Topping {\n"+ " }\n"+ "}\n");" is 247.,1445
javapoet,com.squareup.javapoet,TypeSpecTest,defaultModifiersForMemberInterfacesAndEnums,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addType(TypeSpec.classBuilder("Meat").addModifiers(Modifier.STATIC).build()).addType(TypeSpec.interfaceBuilder("Tortilla").addModifiers(Modifier.STATIC).build()).addType(TypeSpec.enumBuilder("Topping").addModifiers(Modifier.STATIC).addEnumConstant("SALSA").build()).build();" is 318.,1473
javapoet,com.squareup.javapoet,TypeSpecTest,defaultModifiersForMemberInterfacesAndEnums,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "class Taco {\n"+ " static class Meat {\n"+ " }\n"+ "\n"+ " interface Tortilla {\n"+ " }\n"+ "\n"+ " enum Topping {\n"+ " SALSA\n"+ " }\n"+ "}\n");" is 229.,1473
javapoet,com.squareup.javapoet,TypeSpecTest,membersOrdering,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Members").addType(TypeSpec.classBuilder("Z").build()).addType(TypeSpec.classBuilder("Y").build()).addField(String.class`"X"`Modifier.STATIC).addField(String.class`"W").addField(String.class`"V"`Modifier.STATIC).addField(String.class`"U").addMethod(MethodSpec.methodBuilder("T").addModifiers(Modifier.STATIC).build()).addMethod(MethodSpec.methodBuilder("S").build()).addMethod(MethodSpec.methodBuilder("R").addModifiers(Modifier.STATIC).build()).addMethod(MethodSpec.methodBuilder("Q").build()).addMethod(MethodSpec.constructorBuilder().addParameter(int.class`"p").build()).addMethod(MethodSpec.constructorBuilder().addParameter(long.class`"o").build()).build();" is 698.,1502
javapoet,com.squareup.javapoet,TypeSpecTest,membersOrdering,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.String;\n"+ "\n"+ "class Members {\n"+ " static String X;\n"+ "\n"+ " static String V;\n"+ "\n"+ " String W;\n"+ "\n"+ " String U;\n"+ "\n"+ " Members(int p) {\n"+ " }\n"+ "\n"+ " Members(long o) {\n"+ " }\n"+ "\n"+ " static void T() {\n"+ " }\n"+ "\n"+ " void S() {\n"+ " }\n"+ "\n"+ " static void R() {\n"+ " }\n"+ "\n"+ " void Q() {\n"+ " }\n"+ "\n"+ " class Z {\n"+ " }\n"+ "\n"+ " class Y {\n"+ " }\n"+ "}\n");" is 515.,1502
javapoet,com.squareup.javapoet,TypeSpecTest,nativeMethods,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addMethod(MethodSpec.methodBuilder("nativeInt").addModifiers(Modifier.NATIVE).returns(int.class).build()).addMethod(MethodSpec.methodBuilder("alert").addModifiers(Modifier.PUBLIC`Modifier.STATIC`Modifier.NATIVE).addParameter(String.class`"msg").addCode(CodeBlock.builder().add(" /*-{\n").indent().addStatement("$$wnd.alert(msg)").unindent().add("}-*/").build()).build()).build();" is 423.,1559
javapoet,com.squareup.javapoet,TypeSpecTest,nativeMethods,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.String;\n"+ "\n"+ "class Taco {\n"+ " native int nativeInt();\n"+ "\n"+ " public static native void alert(String msg) /*-{\n"+ " $wnd.alert(msg);\n"+ " }-*/;\n"+ "}\n");" is 269.,1559
javapoet,com.squareup.javapoet,TypeSpecTest,nullStringLiteral,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addField(FieldSpec.builder(String.class`"NULL").initializer("$S"`(Object)null).build()).build();" is 140.,1592
javapoet,com.squareup.javapoet,TypeSpecTest,nullStringLiteral,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.String;\n"+ "\n"+ "class Taco {\n"+ " String NULL = null;\n"+ "}\n");" is 169.,1592
javapoet,com.squareup.javapoet,TypeSpecTest,methodToString,Long Statement,The length of the statement "MethodSpec method=MethodSpec.methodBuilder("toString").addAnnotation(Override.class).addModifiers(Modifier.PUBLIC).returns(String.class).addStatement("return $S"`"taco").build();" is 178.,1636
javapoet,com.squareup.javapoet,TypeSpecTest,methodToString,Long Statement,The length of the statement "assertThat(method.toString()).isEqualTo("" + "@java.lang.Override\n" + "public java.lang.String toString() {\n"+ " return \"taco\";\n"+ "}\n");" is 143.,1636
javapoet,com.squareup.javapoet,TypeSpecTest,constructorToString,Long Statement,The length of the statement "MethodSpec constructor=MethodSpec.constructorBuilder().addModifiers(Modifier.PUBLIC).addParameter(ClassName.get(tacosPackage`"Taco")`"taco").addStatement("this.$N = $N"`"taco"`"taco").build();" is 192.,1650
javapoet,com.squareup.javapoet,TypeSpecTest,constructorToString,Long Statement,The length of the statement "assertThat(constructor.toString()).isEqualTo("" + "public Constructor(com.squareup.tacos.Taco taco) {\n" + " this.taco = taco;\n"+ "}\n");" is 138.,1650
javapoet,com.squareup.javapoet,TypeSpecTest,parameterToString,Long Statement,The length of the statement "ParameterSpec parameter=ParameterSpec.builder(ClassName.get(tacosPackage`"Taco")`"taco").addModifiers(Modifier.FINAL).addAnnotation(ClassName.get("javax.annotation"`"Nullable")).build();" is 186.,1662
javapoet,com.squareup.javapoet,TypeSpecTest,anonymousClassToString,Long Statement,The length of the statement "TypeSpec type=TypeSpec.anonymousClassBuilder("").addSuperinterface(Runnable.class).addMethod(MethodSpec.methodBuilder("run").addAnnotation(Override.class).addModifiers(Modifier.PUBLIC).build()).build();" is 202.,1679
javapoet,com.squareup.javapoet,TypeSpecTest,anonymousClassToString,Long Statement,The length of the statement "assertThat(type.toString()).isEqualTo("" + "new java.lang.Runnable() {\n" + " @java.lang.Override\n"+ " public void run() {\n"+ " }\n"+ "}");" is 141.,1679
javapoet,com.squareup.javapoet,TypeSpecTest,multilineStatement,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addMethod(MethodSpec.methodBuilder("toString").addAnnotation(Override.class).addModifiers(Modifier.PUBLIC).returns(String.class).addStatement("return $S\n+ $S\n+ $S\n+ $S\n+ $S"`"Taco("`"beef`"`"lettuce`"`"cheese"`")").build()).build();" is 280.,1715
javapoet,com.squareup.javapoet,TypeSpecTest,multilineStatement,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.Override;\n"+ "import java.lang.String;\n"+ "\n"+ "class Taco {\n"+ " @Override\n"+ " public String toString() {\n"+ " return \"Taco(\"\n"+ " + \"beef`\"\n"+ " + \"lettuce`\"\n"+ " + \"cheese\"\n"+ " + \")\";\n"+ " }\n"+ "}\n");" is 328.,1715
javapoet,com.squareup.javapoet,TypeSpecTest,multilineStatementWithAnonymousClass,Long Statement,The length of the statement "TypeSpec prefixComparator=TypeSpec.anonymousClassBuilder("").addSuperinterface(stringComparator).addMethod(MethodSpec.methodBuilder("compare").addAnnotation(Override.class).addModifiers(Modifier.PUBLIC).returns(int.class).addParameter(String.class`"a").addParameter(String.class`"b").addStatement("return a.substring(0` length)\n" + ".compareTo(b.substring(0` length))").build()).build();" is 388.,1743
javapoet,com.squareup.javapoet,TypeSpecTest,multilineStatementWithAnonymousClass,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addMethod(MethodSpec.methodBuilder("comparePrefix").returns(stringComparator).addParameter(int.class`"length"`Modifier.FINAL).addStatement("return $L"`prefixComparator).build()).addMethod(MethodSpec.methodBuilder("sortPrefix").addParameter(listOfString`"list").addParameter(int.class`"length"`Modifier.FINAL).addStatement("$T.sort(\nlist`\n$L)"`Collections.class`prefixComparator).build()).build();" is 442.,1743
javapoet,com.squareup.javapoet,TypeSpecTest,multilineStatementWithAnonymousClass,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.Override;\n"+ "import java.lang.String;\n"+ "import java.util.Collections;\n"+ "import java.util.Comparator;\n"+ "import java.util.List;\n"+ "\n"+ "class Taco {\n"+ " Comparator<String> comparePrefix(final int length) {\n"+ " return new Comparator<String>() {\n"+ " @Override\n"+ " public int compare(String a` String b) {\n"+ " return a.substring(0` length)\n"+ " .compareTo(b.substring(0` length));\n"+ " }\n"+ " };\n"+ " }\n"+ "\n"+ " void sortPrefix(List<String> list` final int length) {\n"+ " Collections.sort(\n"+ " list`\n"+ " new Comparator<String>() {\n"+ " @Override\n"+ " public int compare(String a` String b) {\n"+ " return a.substring(0` length)\n"+ " .compareTo(b.substring(0` length));\n"+ " }\n"+ " });\n"+ " }\n"+ "}\n");" is 840.,1743
javapoet,com.squareup.javapoet,TypeSpecTest,multilineStrings,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addField(FieldSpec.builder(String.class`"toppings").initializer("$S"`"shell\nbeef\nlettuce\ncheese\n").build()).build();" is 164.,1804
javapoet,com.squareup.javapoet,TypeSpecTest,multilineStrings,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.String;\n"+ "\n"+ "class Taco {\n"+ " String toppings = \"shell\\n\"\n"+ " + \"beef\\n\"\n"+ " + \"lettuce\\n\"\n"+ " + \"cheese\\n\";\n"+ "}\n");" is 246.,1804
javapoet,com.squareup.javapoet,TypeSpecTest,doubleFieldInitialization,Empty catch clause,The method has an empty catch block.,1823
javapoet,com.squareup.javapoet,TypeSpecTest,doubleFieldInitialization,Empty catch clause,The method has an empty catch block.,1823
javapoet,com.squareup.javapoet,TypeSpecTest,doubleFieldInitialization,Long Statement,The length of the statement "FieldSpec.builder(String.class`"listA").initializer(CodeBlock.builder().add("foo").build()).initializer(CodeBlock.builder().add("bar").build()).build();" is 152.,1823
javapoet,com.squareup.javapoet,TypeSpecTest,multipleAnnotationAddition,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addAnnotations(Arrays.asList(AnnotationSpec.builder(SuppressWarnings.class).addMember("value"`"$S"`"unchecked").build()`AnnotationSpec.builder(Deprecated.class).build())).build();" is 223.,1853
javapoet,com.squareup.javapoet,TypeSpecTest,multipleAnnotationAddition,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.Deprecated;\n"+ "import java.lang.SuppressWarnings;\n"+ "\n"+ "@SuppressWarnings(\"unchecked\")\n"+ "@Deprecated\n"+ "class Taco {\n"+ "}\n");" is 242.,1853
javapoet,com.squareup.javapoet,TypeSpecTest,multipleFieldAddition,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addFields(Arrays.asList(FieldSpec.builder(int.class`"ANSWER"`Modifier.STATIC`Modifier.FINAL).build()`FieldSpec.builder(BigDecimal.class`"price"`Modifier.PRIVATE).build())).build();" is 224.,1883
javapoet,com.squareup.javapoet,TypeSpecTest,multipleFieldAddition,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.math.BigDecimal;\n"+ "\n"+ "class Taco {\n"+ " static final int ANSWER;\n"+ "\n"+ " private BigDecimal price;\n"+ "}\n");" is 216.,1883
javapoet,com.squareup.javapoet,TypeSpecTest,multipleMethodAddition,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addMethods(Arrays.asList(MethodSpec.methodBuilder("getAnswer").addModifiers(Modifier.PUBLIC`Modifier.STATIC).returns(int.class).addStatement("return $L"`42).build()`MethodSpec.methodBuilder("getRandomQuantity").addModifiers(Modifier.PUBLIC).returns(int.class).addJavadoc("chosen by fair dice roll ;)").addStatement("return $L"`4).build())).build();" is 392.,1911
javapoet,com.squareup.javapoet,TypeSpecTest,multipleMethodAddition,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "class Taco {\n"+ " public static int getAnswer() {\n"+ " return 42;\n"+ " }\n"+ "\n"+ " /**\n"+ " * chosen by fair dice roll ;)\n"+ " */\n"+ " public int getRandomQuantity() {\n"+ " return 4;\n"+ " }\n"+ "}\n");" is 294.,1911
javapoet,com.squareup.javapoet,TypeSpecTest,multipleMethodAddition,Magic Number,The method contains a magic number: 42,1911
javapoet,com.squareup.javapoet,TypeSpecTest,multipleMethodAddition,Magic Number,The method contains a magic number: 4,1911
javapoet,com.squareup.javapoet,TypeSpecTest,multipleSuperinterfaceAddition,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addSuperinterfaces(Arrays.asList(TypeName.get(Serializable.class)`TypeName.get(EventListener.class))).build();" is 154.,1977
javapoet,com.squareup.javapoet,TypeSpecTest,multipleSuperinterfaceAddition,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.io.Serializable;\n"+ "import java.util.EventListener;\n"+ "\n"+ "class Taco implements Serializable` EventListener {\n"+ "}\n");" is 223.,1977
javapoet,com.squareup.javapoet,TypeSpecTest,multipleTypeVariableAddition,Long Statement,The length of the statement "TypeSpec location=TypeSpec.classBuilder("Location").addTypeVariables(Arrays.asList(TypeVariableName.get("T")`TypeVariableName.get("P"`Number.class))).build();" is 158.,2013
javapoet,com.squareup.javapoet,TypeSpecTest,multipleTypeVariableAddition,Long Statement,The length of the statement "assertThat(toString(location)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.Number;\n"+ "\n"+ "class Location<T` P extends Number> {\n"+ "}\n");" is 172.,2013
javapoet,com.squareup.javapoet,TypeSpecTest,multipleTypeAddition,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addTypes(Arrays.asList(TypeSpec.classBuilder("Topping").build()`TypeSpec.classBuilder("Sauce").build())).build();" is 157.,2038
javapoet,com.squareup.javapoet,TypeSpecTest,multipleTypeAddition,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "class Taco {\n"+ " class Topping {\n"+ " }\n"+ "\n"+ " class Sauce {\n"+ " }\n"+ "}\n");" is 171.,2038
javapoet,com.squareup.javapoet,TypeSpecTest,tryCatch,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addMethod(MethodSpec.methodBuilder("addTopping").addParameter(ClassName.get("com.squareup.tacos"`"Topping")`"topping").beginControlFlow("try").addCode("/* do something tricky with the topping */\n").nextControlFlow("catch ($T e)"`ClassName.get("com.squareup.tacos"`"IllegalToppingException")).endControlFlow().build()).build();" is 371.,2056
javapoet,com.squareup.javapoet,TypeSpecTest,tryCatch,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "class Taco {\n"+ " void addTopping(Topping topping) {\n"+ " try {\n"+ " /* do something tricky with the topping */\n"+ " } catch (IllegalToppingException e) {\n"+ " }\n"+ " }\n"+ "}\n");" is 269.,2056
javapoet,com.squareup.javapoet,TypeSpecTest,ifElse,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addMethod(MethodSpec.methodBuilder("isDelicious").addParameter(TypeName.INT`"count").returns(TypeName.BOOLEAN).beginControlFlow("if (count > 0)").addStatement("return true").nextControlFlow("else").addStatement("return false").endControlFlow().build()).build();" is 305.,2080
javapoet,com.squareup.javapoet,TypeSpecTest,ifElse,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "class Taco {\n"+ " boolean isDelicious(int count) {\n"+ " if (count > 0) {\n"+ " return true;\n"+ " } else {\n"+ " return false;\n"+ " }\n"+ " }\n"+ "}\n");" is 239.,2080
javapoet,com.squareup.javapoet,TypeSpecTest,superClassOnlyValidForClasses,Empty catch clause,The method has an empty catch block.,2233
javapoet,com.squareup.javapoet,TypeSpecTest,superClassOnlyValidForClasses,Empty catch clause,The method has an empty catch block.,2233
javapoet,com.squareup.javapoet,TypeSpecTest,superClassOnlyValidForClasses,Empty catch clause,The method has an empty catch block.,2233
javapoet,com.squareup.javapoet,TypeSpecTest,invalidSuperClass,Empty catch clause,The method has an empty catch block.,2251
javapoet,com.squareup.javapoet,TypeSpecTest,invalidSuperClass,Empty catch clause,The method has an empty catch block.,2251
javapoet,com.squareup.javapoet,TypeSpecTest,staticCodeBlock,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addField(String.class`"foo"`Modifier.PRIVATE).addField(String.class`"FOO"`Modifier.PRIVATE`Modifier.STATIC`Modifier.FINAL).addStaticBlock(CodeBlock.builder().addStatement("FOO = $S"`"FOO").build()).addMethod(MethodSpec.methodBuilder("toString").addAnnotation(Override.class).addModifiers(Modifier.PUBLIC).returns(String.class).addCode("return FOO;\n").build()).build();" is 413.,2267
javapoet,com.squareup.javapoet,TypeSpecTest,staticCodeBlock,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.Override;\n"+ "import java.lang.String;\n"+ "\n"+ "class Taco {\n"+ " private static final String FOO;\n"+ "\n"+ " static {\n"+ " FOO = \"FOO\";\n"+ " }\n"+ "\n"+ " private String foo;\n"+ "\n"+ " @Override\n"+ " public String toString() {\n"+ " return FOO;\n"+ " }\n"+ "}\n");" is 377.,2267
javapoet,com.squareup.javapoet,TypeSpecTest,initializerBlockInRightPlace,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addField(String.class`"foo"`Modifier.PRIVATE).addField(String.class`"FOO"`Modifier.PRIVATE`Modifier.STATIC`Modifier.FINAL).addStaticBlock(CodeBlock.builder().addStatement("FOO = $S"`"FOO").build()).addMethod(MethodSpec.constructorBuilder().build()).addMethod(MethodSpec.methodBuilder("toString").addAnnotation(Override.class).addModifiers(Modifier.PUBLIC).returns(String.class).addCode("return FOO;\n").build()).addInitializerBlock(CodeBlock.builder().addStatement("foo = $S"`"FOO").build()).build();" is 544.,2303
javapoet,com.squareup.javapoet,TypeSpecTest,initializerBlockInRightPlace,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.Override;\n"+ "import java.lang.String;\n"+ "\n"+ "class Taco {\n"+ " private static final String FOO;\n"+ "\n"+ " static {\n"+ " FOO = \"FOO\";\n"+ " }\n"+ "\n"+ " private String foo;\n"+ "\n"+ " {\n"+ " foo = \"FOO\";\n"+ " }\n"+ "\n"+ " Taco() {\n"+ " }\n"+ "\n"+ " @Override\n"+ " public String toString() {\n"+ " return FOO;\n"+ " }\n"+ "}\n");" is 449.,2303
javapoet,com.squareup.javapoet,TypeSpecTest,initializersToBuilder,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addField(String.class`"foo"`Modifier.PRIVATE).addField(String.class`"FOO"`Modifier.PRIVATE`Modifier.STATIC`Modifier.FINAL).addStaticBlock(CodeBlock.builder().addStatement("FOO = $S"`"FOO").build()).addMethod(MethodSpec.constructorBuilder().build()).addMethod(MethodSpec.methodBuilder("toString").addAnnotation(Override.class).addModifiers(Modifier.PUBLIC).returns(String.class).addCode("return FOO;\n").build()).addInitializerBlock(CodeBlock.builder().addStatement("foo = $S"`"FOO").build()).addOriginatingElement(originatingElement).alwaysQualify("com.example.AlwaysQualified").build();" is 631.,2350
javapoet,com.squareup.javapoet,TypeSpecTest,initializersToBuilder,Long Statement,The length of the statement "TypeSpec initializersAdded=taco.toBuilder().addInitializerBlock(CodeBlock.builder().addStatement("foo = $S"`"instanceFoo").build()).addStaticBlock(CodeBlock.builder().addStatement("FOO = $S"`"staticFoo").build()).build();" is 221.,2350
javapoet,com.squareup.javapoet,TypeSpecTest,initializersToBuilder,Long Statement,The length of the statement "assertThat(toString(initializersAdded)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.Override;\n"+ "import java.lang.String;\n"+ "\n"+ "class Taco {\n"+ " private static final String FOO;\n"+ "\n"+ " static {\n"+ " FOO = \"FOO\";\n"+ " }\n"+ " static {\n"+ " FOO = \"staticFoo\";\n"+ " }\n"+ "\n"+ " private String foo;\n"+ "\n"+ " {\n"+ " foo = \"FOO\";\n"+ " }\n"+ " {\n"+ " foo = \"instanceFoo\";\n"+ " }\n"+ "\n"+ " Taco() {\n"+ " }\n"+ "\n"+ " @Override\n"+ " public String toString() {\n"+ " return FOO;\n"+ " }\n"+ "}\n");" is 557.,2350
javapoet,com.squareup.javapoet,TypeSpecTest,initializerBlockUnsupportedExceptionOnInterface,Empty catch clause,The method has an empty catch block.,2424
javapoet,com.squareup.javapoet,TypeSpecTest,initializerBlockUnsupportedExceptionOnAnnotation,Empty catch clause,The method has an empty catch block.,2433
javapoet,com.squareup.javapoet,TypeSpecTest,lineWrapping,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.String;\n"+ "\n"+ "class Taco {\n"+ " void call(String s0` String s1` String s2` String s3` String s4` String s5` String s6` String s7`\n"+ " String s8` String s9` String s10` String s11` String s12` String s13` String s14` String s15`\n"+ " String s16` String s17` String s18` String s19` String s20` String s21` String s22`\n"+ " String s23` String s24` String s25` String s26` String s27` String s28` String s29`\n"+ " String s30` String s31) {\n"+ " call(\"0\"` \"1\"` \"2\"` \"3\"` \"4\"` \"5\"` \"6\"` \"7\"` \"8\"` \"9\"` \"10\"` \"11\"` \"12\"` \"13\"` \"14\"` \"15\"` \"16\"`\n"+ " \"17\"` \"18\"` \"19\"` \"20\"` \"21\"` \"22\"` \"23\"` \"24\"` \"25\"` \"26\"` \"27\"` \"28\"` \"29\"` \"30\"` \"31\");\n"+ " }\n"+ "}\n");" is 831.,2442
javapoet,com.squareup.javapoet,TypeSpecTest,lineWrapping,Magic Number,The method contains a magic number: 32,2442
javapoet,com.squareup.javapoet,TypeSpecTest,lineWrappingWithZeroWidthSpace,Long Statement,The length of the statement "MethodSpec method=MethodSpec.methodBuilder("call").addCode("$[iAmSickOfWaitingInLine($Z").addCode("it` has` been` far` too` long` of` a` wait` and` i` would` like` to` eat` ").addCode("this` is` a` run` on` sentence").addCode(");$]\n").build();" is 244.,2471
javapoet,com.squareup.javapoet,TypeSpecTest,lineWrappingWithZeroWidthSpace,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "class Taco {\n"+ " void call() {\n"+ " iAmSickOfWaitingInLine(\n"+ " it` has` been` far` too` long` of` a` wait` and` i` would` like` to` eat` this` is` a` run` on` sentence);\n"+ " }\n"+ "}\n");" is 278.,2471
javapoet,com.squareup.javapoet,TypeSpecTest,modifyAnnotations,Long Statement,The length of the statement "TypeSpec.Builder builder=TypeSpec.classBuilder("Taco").addAnnotation(Override.class).addAnnotation(SuppressWarnings.class);" is 123.,2520
javapoet,com.squareup.javapoet,TypeSpecTest,modifyEnumConstants,Long Statement,The length of the statement "TypeSpec.Builder builder=TypeSpec.enumBuilder("Taco").addEnumConstant("BELL"`constantType).addEnumConstant("WUT"`TypeSpec.anonymousClassBuilder("").build());" is 157.,2588
javapoet,com.squareup.javapoet,TypeSpecTest,javadocWithTrailingLineDoesNotAddAnother,Long Statement,The length of the statement "assertThat(toString(spec)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "/**\n"+ " * Some doc with a newline\n"+ " */\n"+ "class Taco {\n"+ "}\n");" is 157.,2608
javapoet,com.squareup.javapoet,TypeSpecTest,javadocEnsuresTrailingLine,Long Statement,The length of the statement "assertThat(toString(spec)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "/**\n"+ " * Some doc with a newline\n"+ " */\n"+ "class Taco {\n"+ "}\n");" is 157.,2623
